senid,sentence,intent,sampling_strategy,confidence
886864,Tưởng nhầm giá nhiều hí hí,query_knowledge_base,,0
886865,bạn ơi có giảm giá xe đẩy vovo 1 chiều gập siêu gọn ko,query_knowledge_base,,0
886866,hàng của hãng nào vậy,query_knowledge_base,,0
886867,Vậy giá bn shop,query_knowledge_base,,0
886868,với xe tập đi mấy tháng thì đi đc nhờ,query_knowledge_base,,0
886869,Nay nhiu vay e,query_knowledge_base,,0
886870,Bộ này kích thước như nào shop nhỉ,query_knowledge_base,,0
886871,cái thảm toy house sillicon bn em nhỉ,query_knowledge_base,,0
886872,Cái gh mastela hiên tại ja bn vậy với cái balo loại tqxk bao nhiêu vậy,query_knowledge_base,,0
886873,Shop cho m giá 2 nôi này vs ak,query_knowledge_base,,0
886874,bộ cầu tuột xích đu đó sh,query_knowledge_base,,0
886875,bạn a hỏi để mua mà a ko bi t hàng của nước nào,query_knowledge_base,,0
886876,Cho m 2 sp trên nhé,query_knowledge_base,,0
886877,Shop còn chi c chấm bi hồng ko,query_knowledge_base,,0
886878,máy sx ở nước nào ạ,query_knowledge_base,,0
886879,Bảo hành bằng cách nào,query_knowledge_base,,0
886880,Dạ giá bn shop,query_knowledge_base,,0
886881,Bé 2 tuổi đi đc chưa ak,query_knowledge_base,,0
886882,Các loại đấy tầm giá bn c,query_knowledge_base,,0
886883,hàng xuất xứ từ đâu vậy có thương hiệu gì ko,query_knowledge_base,,0
886884,Dạ còn cái gói giấy có hình e bé kia là j ạ,query_knowledge_base,,0
886885,Dùng được cho bé từ 3 tháng đ n 6 tuổi hả b,query_knowledge_base,,0
886886,Thảm bên b đẹp th giá bnh,query_knowledge_base,,0
886887,cho e hỏi về thanh chắn cầu thang với ạ,query_knowledge_base,,0
886888,Mình lấy 2 này đều lấy kích thước lớn nha shop,query_knowledge_base,,0
886889,là hàng nước nào sản xuất,query_knowledge_base,,0
886890,chú cừu này của nước nào vây shop,query_knowledge_base,,0
886891,Shop có màu gì update cho mìn chọn mua nhé,query_knowledge_base,,0
886892,Gh đen á,query_knowledge_base,,0
886893,Mình đ n shop mua 2 cái ấy có dc giảm k bạn,query_knowledge_base,,0
886894,Có bảo hành k ah,query_knowledge_base,,0
886895,thảm nhạc của hãng nào v shop,query_knowledge_base,,0
886896,Có mẫu c gửi ko e,query_knowledge_base,,0
886897,gh của hãng nào ah,query_knowledge_base,,0
886898,b ơi gửi cho mình mẫu của mấy xe tập đi bên b với,query_knowledge_base,,0
886899,Vậy cho tớ cái của hàn,query_knowledge_base,,0
886900,chê đô bao hanh sao c,query_knowledge_base,,0
886901,này của hãng nào nữa b,query_knowledge_base,,0
886902,gh này làm bằng gì,query_knowledge_base,,0
886903,Chính sách bảo hành sản phẩm như nào ạ shop,query_knowledge_base,,0
886904,bạn cho hỏi bên bạn còn xe đẩy vovo k,query_knowledge_base,,0
886905,Bạn ơi cho mình hỏi máy hút sữa đôi nhà bạn giá bao nhiêu,query_knowledge_base,,0
886906,Bộ bát lock and lock,query_knowledge_base,,0
886907,xe xuất xứ o đâu ạ có báo hành ko ạ,query_knowledge_base,,0
886908,xuất xứ từ đâu vậy,query_knowledge_base,,0
886909,thú nhún thì còn màu j hả b,query_knowledge_base,,0
886910,bác thủy ơii ghê mastela h bnnn gh ăn í,query_knowledge_base,,0
886911,nãy e hỏi con gấu y,query_knowledge_base,,0
886912,của hãng nào vậy shop,query_knowledge_base,,0
886913,với bọo này thì bnhiu em n u c ko lấy bập bênh và xích đu thì còn bnhiu c lấy kích thước 1m6 nha em,query_knowledge_base,,0
886914,gh 749k của hãng nào cây ạ,query_knowledge_base,,0
886915,cho m cái xích đu màu nâu nhé,query_knowledge_base,,0
886916,Mình lấy mẫu oto đỏ,query_knowledge_base,,0
886917,bạn chụp cận mặt thảm giúp minh dc ko,query_knowledge_base,,0
886918,e muon size S góc tron và màu nay ah,query_knowledge_base,,0
886919,cho mình xin giá bộ cầu trượt xích đu,query_knowledge_base,,0
886920,ghe nang lắm hả ban,query_knowledge_base,,0
886921,xe đẩy này của hãng nào vậy,query_knowledge_base,,0
886922,M muốn lấy xe tập đi tomorrow,query_knowledge_base,,0
886923,cho mình hỏi nôi cho bé bao nhiêu,query_knowledge_base,,0
886924,cho mình hình mầu trắng đỏ với,query_knowledge_base,,0
886925,chị chụp cho em xem hình thảm lúc cuộn lại với ạ,query_knowledge_base,,0
886926,Trà này bnhieu th ạ,query_knowledge_base,,0
886927,Shop ơi còn thảm hình này k ship cho e với ạ,query_knowledge_base,,0
886928,Đây là giá km đ n 27 t t hay giá bán thường vậy ạ,query_knowledge_base,,0
886929,Ah cái ấm đun nc pha sữa bn tiền shop,query_knowledge_base,,0
886930,thảm nầy của nước nào sz s,query_knowledge_base,,0
886931,Bạn còn gh ăn dặm morekiss k nhỉ,query_knowledge_base,,0
886932,Có lỗi đc bảo hành đúng ko ah,query_knowledge_base,,0
886933,Cho minh xin giá sp,query_knowledge_base,,0
886934,B ơi còn máy xay hấp babymoov tặng xe vovo,query_knowledge_base,,0
886935,cái này nhà miz là của hãng nào vậy ạ,query_knowledge_base,,0
886936,Động cơ like new 99 12v Phụ kiện mới toàn bộ gồm 2 dây 2 phễu 2 cổ phễu 2 van vàng 2 van trắng 2 bình Medela mới 100,query_knowledge_base,,0
886937,The ah mau nay kt bao nhiu,query_knowledge_base,,0
886938,Cho e xin cái giá đi shop,query_knowledge_base,,0
886939,Cho mình hỏi bồn tắm cao giá bao nhiêu vậy add,query_knowledge_base,,0
886940,Gh còn gh khủng long nhu mình đặt k ạ,query_knowledge_base,,0
886941,Shop còn xe đạp Edgar bản 2018 màu xanh k vậy,query_knowledge_base,,0
886942,m có còn hàng k,query_knowledge_base,,0
886943,gh nặng ko ạ,query_knowledge_base,,0
886944,Bên b có gh nay k,query_knowledge_base,,0
886945,nó của nước nào vậy,query_knowledge_base,,0
886946,1 cái là nôi mà b,query_knowledge_base,,0
886947,Gia thi bn,query_knowledge_base,,0
886948,n u rút gọn thì giá cả th nào hả bạn,query_knowledge_base,,0
886949,c ơi ko lấy chi u và xích đu chỉ lấy cầu trượt thì giá còn bn ah,query_knowledge_base,,0
886950,Mình thích kiểu như này ấy b,query_knowledge_base,,0
886951,B oi tu trắg kem bnhiu tien a,query_knowledge_base,,0
886952,Bé 8m dùng đc k b,query_knowledge_base,,0
886953,Nhiệt ẩm k giá bn bạn,query_knowledge_base,,0
886954,cho mình hỏi 2 sp này giá ntn nhỉ,query_knowledge_base,,0
886955,cho c xin thông tin nôi ngủ chung giường nữa nhé,query_knowledge_base,,0
886956,Máy hút sữa Medela Pump advance hút đôi massage 7 level hút,query_knowledge_base,,0
886957,Đăth trên shoppe có mi ng vá và quà tặng bóng kèm theo k shop,query_knowledge_base,,0
886958,b ơi báo giá mình xe đẩy 2 chiều,query_knowledge_base,,0
886959,xuất xứ th nào hả b,query_knowledge_base,,0
886960,Cho e cái xanh đậm nha,query_knowledge_base,,0
886961,Bao nhiêu kg vay s,query_knowledge_base,,0
886962,N u đặt ở đây thì cũng còn 2 màu thôi à,query_knowledge_base,,0
886963,báo giá cho mình 2 món này với,query_knowledge_base,,0
886964,Mình thấy có mỗi 1 màu mà,query_knowledge_base,,0
886965,M gửi hình m xem nhed,query_knowledge_base,,0
886966,máy sản xuất tại đâu ạ,query_knowledge_base,,0
886967,cho minhg hỏi shop có thảm xốp k nhỉ,query_knowledge_base,,0
886968,sản xuất ở tq hả c,query_knowledge_base,,0
886969,dạ shop cho e hỏi xuất xứ sp vs ạ,query_knowledge_base,,0
886970,M muốn xe cho e bé từ sơ sinh,query_knowledge_base,,0
886971,cái này của hãng nào vậy mình,query_knowledge_base,,0
886972,đây là hàng nước nào ah,query_knowledge_base,,0
886973,Chị ơi cho em hỏi cũi mastela mà giá 3 triệu là kích thước rộng dài là bnh ạ,query_knowledge_base,,0
886974,Cái này là vải hay da chị,query_knowledge_base,,0
886975,sxuat tại nhật luôn ak,query_knowledge_base,,0
886976,hic tới mới đặt xích đu bên shopee ko dc km,query_knowledge_base,,0
886977,Bh bao lâu,query_knowledge_base,,0
886978,Muốn chọn loại gọn nhẹ,query_knowledge_base,,0
886979,bên bạn có gh ăn dặm của umo và hanbe i ko,query_knowledge_base,,0
886980,cho e xin mẫu ah,query_knowledge_base,,0
886981,xe đẩy bao nhiêu kg và dùng đk bao nhiêu kg,query_knowledge_base,,0
886982,Bô này gia bao nhieu vay shop,query_knowledge_base,,0
886983,Cho mình một chi c màu xanh biển nha,query_knowledge_base,,0
886984,Inbox monh giá nhé,query_knowledge_base,,0
886985,bộ này của hãng nào vậy,query_knowledge_base,,0
886986,bạn máy tạo ẩm khuyên tán tinh dầu của nước nào hả bạn,query_knowledge_base,,0
886987,hàng của anh sx đúng ko chị,query_knowledge_base,,0
886988,Bên mình còn xe đẩy mamago c6 k a,query_knowledge_base,,0
886989,Vs cái áo hút nưac,query_knowledge_base,,0
886990,Mẫu bể có kieu nao e muon lấy cái,query_knowledge_base,,0
886991,Quà tặng kèm đó c,query_knowledge_base,,0
886992,Shop gửi hình cho e đc k ạ,query_knowledge_base,,0
886993,bhanh bao lâu cho tha m infantino,query_knowledge_base,,0
886994,xuất xứ hàn quắc à,query_knowledge_base,,0
886995,Bên b còn thảm chơi dạng gấp k ah,query_knowledge_base,,0
886996,cho mình lấy 2 cái m6 đi,query_knowledge_base,,0
886997,bn á c,query_knowledge_base,,0
886998,Bảo hành bao lâu shop ạ,query_knowledge_base,,0
886999,c ơi xe đẩy travel trên shopee còn sale k ạ,query_knowledge_base,,0
887000,B chụp cho m xem cái hình nguyên bản nó đang ntn đc k,query_knowledge_base,,0
887001,cho mình hỏi chất liệu là nhựa gì vậy bạn,query_knowledge_base,,0
887002,ghe an dam mua tam nay co duoc khuyen mai 10 khong,query_knowledge_base,,0
887003,Bạn ơi mình còn máy pha sữa này ko nhỉ,query_knowledge_base,,0
887004,Shop còn đai xe máy k,query_knowledge_base,,0
887005,bên mih còn thảm silicon ko vậy,query_knowledge_base,,0
887006,Cho mình 1 xe và 1 cái này nhé,query_knowledge_base,,0
887007,bạn chụp cho mình xin hình ảnh của xe đẩy màu hồng đậm với,query_knowledge_base,,0
887008,bạn ơi gửi lại cho mình album thảm với,query_knowledge_base,,0
887009,trọng lượng nôi tầm bao nhiêu nhỉ,query_knowledge_base,,0
887010,Chất liệu của bể là gì vậy Shop,query_knowledge_base,,0
887011,hàng của nước nào,query_knowledge_base,,0
887012,cả xích đu và cầu trượt và quây size xl là 2990k à shop,query_knowledge_base,,0
887013,Shop còn phao cổ babay hop cho bé dưới 18m k,query_knowledge_base,,0
887014,À kích thước là 1 5x2 đúng k ạ,query_knowledge_base,,0
887015,b ơi balo bỉm sữa bên b còn những màu j,query_knowledge_base,,0
887016,b cho m kích thước ghe này nhé,query_knowledge_base,,0
887017,han quốc sản xuất ha ban,query_knowledge_base,,0
887018,Chất liệu da hay vải th b,query_knowledge_base,,0
887019,E muốn mua bình tiệt trùng và sấy khô fazt,query_knowledge_base,,0
887020,xuất xứ tn b,query_knowledge_base,,0
887021,bộ nay nuoc nao sx ha s,query_knowledge_base,,0
887022,Cho m xin giá xe đẩy vovo 1 chiều màu đen,query_knowledge_base,,0
887023,của avent hay hãng nào ạ,query_knowledge_base,,0
887024,Có màu j ah,query_knowledge_base,,0
887025,B ơi cho m hỏi quây này còn k ạv,query_knowledge_base,,0
887026,shop cho mình xin link shopee,query_knowledge_base,,0
887027,cái này của hãng nào b nhỉ,query_knowledge_base,,0
887028,xe này tq sản xuất phải k bạn,query_knowledge_base,,0
887029,b còn gh rung joie dreamer k,query_knowledge_base,,0
887030,xe của hãng nào vậy ạ,query_knowledge_base,,0
887031,mấy này của hãng nào shop ha,query_knowledge_base,,0
887032,bạn ơi có thảm gấp 2 mặt cỡ 1 8 x 2m chưa,query_knowledge_base,,0
887033,Xe đẩy nặng bn kg khi gấp gọn hả c,query_knowledge_base,,0
887034,Gặm nướu Skip Hop bằng nhựa ah shop,query_knowledge_base,,0
887035,Shop ơi bộ quây này bn tiền,query_knowledge_base,,0
887036,gh này của hãng nào vậy em,query_knowledge_base,,0
887037,ghê này vẫn giảm giá chứ chị,query_knowledge_base,,0
887038,máy avent 4in 1 là sx ở china pk cậu ơi,query_knowledge_base,,0
887039,Xe nayd nhẹ k b,query_knowledge_base,,0
887040,kệ bằng gỗ hay nhựa vậy b,query_knowledge_base,,0
887041,dat mua nhieu co duoc khuyen mai hay tang kem qua gi khong,query_knowledge_base,,0
887042,H t mẫu này hay h t màu ghi th b,query_knowledge_base,,0
887043,1 lần thì bao nhiêu cậu,query_knowledge_base,,0
887044,gh này chắc nhẹ nhỉ,query_knowledge_base,,0
887045,Ghe nay Bn vay shop,query_knowledge_base,,0
887046,Nôi chất liệu gì v b,query_knowledge_base,,0
887047,Ban gửi link mình xem dc ko,query_knowledge_base,,0
887048,Bóng tập bò 0778,query_knowledge_base,,0
887049,b ơi gh rung đa năng bên mình giá bn b,query_knowledge_base,,0
887050,Bên mình còn bán xe này k ah,query_knowledge_base,,0
887051,bóng cũng theo tone màu xanh trắng đúng ko bạn,query_knowledge_base,,0
887052,b có bộ xích đu ngữa vs quây k nhi,query_knowledge_base,,0
887053,Cho minh gia nha shop,query_knowledge_base,,0
887054,bé nhà e 1 tháng có dùng đc thảm k ạ,query_knowledge_base,,0
887055,Bên shop có bảo hành k,query_knowledge_base,,0
887056,Bạn tư vấn giúp mình vòng hay đồ gì bé có thể cầm chơi gặm dc với,query_knowledge_base,,0
887057,bạn ơi có xe tập đi tròn k,query_knowledge_base,,0
887058,cho mình xin giá thanh chắn giường nhé cảm ơn shop,query_knowledge_base,,0
887059,cũi này còn hàng không shop,query_knowledge_base,,0
887060,Mình lấy gh umoo nhé,query_knowledge_base,,0
887061,Shop cho mình đặt địu,query_knowledge_base,,0
887062,Mà ban có Set tất lưới đi mùa hè k vậy,query_knowledge_base,,0
887063,Gh này là gh đa năng hả bạn,query_knowledge_base,,0
887064,Cho hoi ben minh co ban ho boi dung cho pe tap boi k,query_knowledge_base,,0
887065,b ơi bên m có gh rung k,query_knowledge_base,,0
887066,thảm sàn màu ngẫu nhien hả b,query_knowledge_base,,0
887067,điệu này của nước nào sản xuất shop,query_knowledge_base,,0
887068,1 thùng 20 gói còn bn vậy,query_knowledge_base,,0
887069,Có bảo hành ko hả b,query_knowledge_base,,0
887070,bộ có luôn xích đu bên mình có salw ko ah,query_knowledge_base,,0
887071,thảm kèm theo set tặng là thảm xpe ạ,query_knowledge_base,,0
887072,shop cho e hỏi xe đẩy này là của hãng nào ạ,query_knowledge_base,,0
887073,Bh bao lau,query_knowledge_base,,0
887074,loại này k có sp chính hãng sx tại hàn quoc ah e,query_knowledge_base,,0
887075,Ib m giá kệ b ơi,query_knowledge_base,,0
887076,hàng vovo này của ai sản xuất vậy ạ,query_knowledge_base,,0
887077,Bên bạn còn ko,query_knowledge_base,,0
887078,Để e muốn bi t kích thước bnhieu ạ,query_knowledge_base,,0
887079,dòng joice every stage đợt này có trong ctr ko shop,query_knowledge_base,,0
887080,Cái đỏ mận kia kìa,query_knowledge_base,,0
887081,xe đẩy màu hồng còn hàng k ạ,query_knowledge_base,,0
887082,có những màu gì vậy,query_knowledge_base,,0
887083,chị ui cái cầu trượt xích đu bóng rổ vao tiền ạ,query_knowledge_base,,0
887084,Máy bảo hành k chị,query_knowledge_base,,0
887085,Cám ơn b,thank,,0
887086,cảm ơn shop nhiều,thank,,0
887087,cảm ơn ban,thank,,0
887088,M cám ơn nl,thank,,0
887089,E cẢm ơn ạ,thank,,0
887090,Thanks shop nhe,thank,,0
887091,cam on ban,thank,,0
887092,thanks em,thank,,0
887093,em cảm ơn ạ có gì e hỏi ông xã rồi ib shop nhé,thank,,0
887094,Cám ơn shop Có gì mình liên hệ lại ah,thank,,0
887095,Thank ad nah,thank,,0
887096,em nhan xe ruu ah Em cam on shop ah,thank,,0
887097,Cám ơn bạn ah,thank,,0
887098,À cam on shop,thank,,0
887099,vậy cảm ơn shop,thank,,0
887100,Vang thanks shop ah,thank,,0
887101,Thank u chị nha,thank,,0
887102,Cảm ơn c đã tư vấn nhiệt tình ak,thank,,0
887103,Cảm ơn ạ Mình sẽ qua mua trực ti p ạ,thank,,0
887104,cám ơn sh phiền sh nhé,thank,,0
887105,E cảm ơn nhìu,thank,,0
887106,thank sh nhea,thank,,0
887107,J,thank,,0
887108,Cảm ơn shop mình sẽ phản hồi sau nhé,thank,,0
887109,thanks b ,thank,,0
887110,Mình cám ơn shop nhiều nhé,thank,,0
887111,Cảm ơn hé ,thank,,0
887112,e cảm ơn nhed,thank,,0
887113,e cảm ơn c ạ ,thank,,0
887114,e cảm ơn nhé,thank,,0
887115,Cảm ơn nhed,thank,,0
887116,Thanks bạn ah,thank,,0
887117,e chị cảm ơn nhé,thank,,0
887118,Da vâng em cám ơn shop nh,thank,,0
887119,Huhu cam on ban,thank,,0
887120,Thank bạn,thank,,0
887121,cám ơn b ạ,thank,,0
887122,cám ơn chị nhé,thank,,0
887123,Vâng thank chị,thank,,0
887124,Cảm on c sản phẩm tốt lắm ạ,thank,,0
887125,Cám ơn bạn nhé,thank,,0
887126,thank b để m đặt luôn,thank,,0
887127,Okie shop m cảm ơn nhé,thank,,0
887128,E cám ơn,thank,,0
887129,mình cám ơn đã tư vấn,thank,,0
887130,mình cảm ơn nhé ,thank,,0
887131,to cam on nhe,thank,,0
887132,Cảm ơn shop D,thank,,0
887133,Em cảm ơn Mai em ck xong em gửi ảnh nhé 3,thank,,0
887134,Cảm ơn c đã gửi quà tặng kèm cho bé,thank,,0
887135,Cảm ơn shop jhes,thank,,0
887136,Cám ơn b Để mình tham khảo,thank,,0
887137,th e cảm ơn ạ,thank,,0
887138,Mình cảm ơn nhe,thank,,0
887139,thanks *,thank,,0
887140,Có j e nhờ c nha thanks c ah,thank,,0
887141,Dạ e cám ơn vài ngày nữa e gửi bill cho c nhé,thank,,0
887142,cám ơn b Mai m qa shop xem,thank,,0
887143,Cảm ơn shop nhiều nhen,thank,,0
887144,M cảm ơn a,thank,,0
887145,Cảm ơn b có gì liên lạc sau nhé,thank,,0
887146,Thanks n,thank,,0
887147,cảm ơn shop có gì m liên hệ lại sau,thank,,0
887148,dạ e cám ơn,thank,,0
887149,dạ em cảm ơn nhiều ạ,thank,,0
887150,cám ơn b nhièu,thank,,0
887151,cám on b,thank,,0
887152,thanks cậu,thank,,0
887153,T Cảm ơn,thank,,0
887154,bạn bên hãng đã gọi cho mình cảm ơn bạn nhiều nhé,thank,,0
887155,Dạ mình cám ơn,thank,,0
887156,E mua dc roi cam on shop,thank,,0
887157,T cảm ơn nhìu,thank,,0
887158,thank b ne,thank,,0
887159,Mình cảm ơn bạn nhiều nhé ,thank,,0
887160,Cam on shop nhieu ạ,thank,,0
887161,mình cảm ơn shop,thank,,0
887162,Cảm ơn shop nhiệt tình trả lời nhé,thank,,0
887163,Cảm ơn Có gì liên hệ trực ti p qua mình nhé ,thank,,0
887164,Em cám ơn,thank,,0
887165,Vây cam on b nhiu nha,thank,,0
887166,mh cảm ơn,thank,,0
887167,Mình cảm ơn b mình hỏi chồng xong sẽ liên lạc lại nhé,thank,,0
887168,thanks để mình xem,thank,,0
887169,Thánks ep,thank,,0
887170,e cam ôn c,thank,,0
887171,M nhan dk rui nhe cam on b,thank,,0
887172,e thanks,thank,,0
887173,cam ơn sh,thank,,0
887174,Cảm ơn shop nha Có gì e ib lại,thank,,0
887175,Thankss mình sẽ llac lai,thank,,0
887176,Cảm on Ad,thank,,0
887177,shop cảm ơn shop nhé,thank,,0
887178,E cảm ơn cj ,thank,,0
887179,b t cam on,thank,,0
887180,mình cám ơn shop ạ Có dịp sẽ ủng hộ shop nè Shop thông cảm hen ,thank,,0
887181,em cam on chị,thank,,0
887182,Cảm ơn b nhé Xe đẹp lắm,thank,,0
887183,Cám ơn shop mình sẽ đo lại và ib cho shop sau nhé,thank,,0
887184,Cám ơn ăn,thank,,0
887185,Cảm ơn ạ ,thank,,0
887186,thanks ban nha,thank,,0
887187,Thank shop nhiug,thank,,0
887188,em cảm ơn J,thank,,0
887189,Cảm ơn ban nhiều nhé,thank,,0
887190,cảm ơn bạn nhiều nha,thank,,0
887191,M cám ơn,thank,,0
887192,Cảm ơn c ah,thank,,0
887193,Cám ơn bác,thank,,0
887194,À mình hiêu rồi Thanks bạn Để mình qua shopee xem thử,thank,,0
887195,cam on shop mjnh se xem,thank,,0
887196,cám one shop,thank,,0
887197,Cám ơn shop nhê để mình đặt hàng,thank,,0
887198,Vậy ah M cảm ơn cậu nhé,thank,,0
887199,Cảm ơn b nha,thank,,0
887200,mình cám ơn nhièu nhé,thank,,0
887201,Vô cùng cảm ơn shop,thank,,0
887202,Hiu v e k mua được rùi e cảm ơn ạ,thank,,0
887203,Cám ơn bạn nha Mình sẽ tham khảo ,thank,,0
887204,cam ơn Shop nhé,thank,,0
887205,m cảm ơn b nhé,thank,,0
887206,shop cám ơn shop nhìu nhé,thank,,0
887207,Thanks e nhìu,thank,,0
887208,E cám ơn chị ạ,thank,,0
887209,Thank chi,thank,,0
887210,mình cảm ơn nhé có gì mình nt lại shop ạ,thank,,0
887211,Cám ơn sh nhiều lắm nè,thank,,0
887212,Cảm ơn shop nhìu nhe,thank,,0
887213,cám ơn sh,thank,,0
887214,E cảm ơn nha,thank,,0
887215,Cảm ơn b trước nhé,thank,,0
887216,cảm ơn shop m sẽ đọc kĩ để ngâm cứu ạ,thank,,0
887217,tks b để mình sn lại nha Cám ơn b,thank,,0
887218,cảm on shop nha,thank,,0
887219,thank shop,thank,,0
887220,tớ cám ơn,thank,,0
887221,Cảm ơn bạn nhea,thank,,0
887222,tớ cảm ơn,thank,,0
887223,e cảm ơn Để e xem thêm rồi có j e llac a,thank,,0
887224,cám ơn sh nhe,thank,,0
887225,cám ơn nhiều ạ ,thank,,0
887226,e cảm ơn c nhiều,thank,,0
887227,Thank shop sẽ ủng hộ dài dài ạ,thank,,0
887228,Cám ơn sh mk đặt rồi nha,thank,,0
887229,Thanks shop nhìu ạ,thank,,0
887230,m cảm ơn nhé Có gì m sẽ ghé shop mua,thank,,0
887231,thanks bạn nhé,thank,,0
887232,Cảm ơn bạn nha để chồng mình xem rồi mình báo bạn,thank,,0
887233,Hi thanks,thank,,0
887234,Cảm ơn shop nhiều ạ ,thank,,0
887235,Cám ơn shop ,thank,,0
887236,Cám ơn sh nhiều ạ làm phiền sh quá ạ,thank,,0
887237,thank bạn hen,thank,,0
887238,Nhiều tiền quá Cám ơn bạn,thank,,0
887239,Za e thank nak,thank,,0
887240,Máy dùng tốt c ak Hút nhanh mạnh c ak Thanks c nhé,thank,,0
887241,Cảm ơn shop để mih xem lại đã nha,thank,,0
887242,Mình cảm ơn nhé Còn đủ màu nhỉ,thank,,0
887243,Cám ơn shop tư vấn ạ,thank,,0
887244,Tớ cảm ơn cậu,thank,,0
887245,cảm ơn sh,thank,,0
887246,m cảm ơn nha,thank,,0
887247,cám ơn c,thank,,0
887248,Thanks b nh,thank,,0
887249,Thanks shop để minh liên hệ,thank,,0
887250,e cám ơn Có j e pm lại ah,thank,,0
887251,Cám ơn ạk D,thank,,0
887252,Cảm ơn ấy,thank,,0
887253,thanks c ạ,thank,,0
887254,Em cam on chị ạ,thank,,0
887255,Thank B nhoeeuf,thank,,0
887256,m cảm ơn nhe,thank,,0
887257,Thank s shop,thank,,0
887258,Da e cam ơn a,thank,,0
887259,Cám ơn shpp,thank,,0
887260,m cam on nha,thank,,0
887261,Cám ơn admin nhé,thank,,0
887262,Cảm ơn bạn nhiều,thank,,0
887263,Dạ vâng vậy e cảm ơn ạ,thank,,0
887264,cám ơn sh nhé,thank,,0
887265,Em cảm ơn ạ Em cân nhắc xíu a,thank,,0
887266,m cảm ơn b nha,thank,,0
887267,Thanks shop nhr,thank,,0
887268,thankiu ấy,thank,,0
887269,Cám ơn shop đã báo giá nhé,thank,,0
887270,Vậy cám ơn shop nhiu nhé,thank,,0
887271,Thank Chi,thank,,0
887272,Thank shop Mình tham khảo thôi ,thank,,0
887273,cám ơn shop nhe Để mình tínb lại,thank,,0
887274,Thanks bạn ạ,thank,,0
887275,mình cám ơn ạ,thank,,0
887276,minh cam ơn nhé,thank,,0
887277,Thank you,thank,,0
887278,à cảm ơn b nha,thank,,0
887279,Thanks shop nha để mình xem có j sẽ báo lại,thank,,0
887280,Cảm ơn bạn,thank,,0
887281,thanks ah,thank,,0
887282,thanks ad,thank,,0
887283,Ôi cảm ơn shop nhé,thank,,0
887284,cảm ơn banj,thank,,0
887285,cảm ơn shop ạ có gì mình mua thì mình sẽ liên hệ với shop,thank,,0
887286,cảm ơn em,thank,,0
887287,Vậy cảm ơn shop nhiều,thank,,0
887288,m cam on b rất nhiều m se nhan lai b nha,thank,,0
887289,cam on shop nhìu nha,thank,,0
887290,Cam on shop de minh tham khao xem,thank,,0
887291,mh cảm ơn nha,thank,,0
887292,Dù sao thì mình cũng xin cảm ơn,thank,,0
887293,thanks shop ne,thank,,0
887294,Mình vừa nhận hàng rất ưng ship lại rẻ 2 chi c mà 115k thôi cảm ơn shop nhiều nhé,thank,,0
887295,v e cám ơn c ,thank,,0
887296,Vâng cảm ơn shop rất nhiều,thank,,0
887297,Cảm ơn bạn nhiều nhé,thank,,0
887298,Dạ n u vậy chắc e cảm ơn,thank,,0
887299,M cảm ơn nhé làm phiền bn quá,thank,,0
887300,cảm ơn shop Sang tháng về HN m sẽ đặt sau,thank,,0
887301,cám ơn bạn Có j mình liên hệ laik,thank,,0
887302,M cân nhắc t nhé Cám ơn b ,thank,,0
887303,cảm ơn shop nhiêuu nhé,thank,,0
887304,Thanks nang,thank,,0
887305,để m suy nghĩ lại đã cảm ơn shop nha,thank,,0
887306,Thanks sh,thank,,0
887307,m cảm ơn nhé có gì mình sẽ qua cửa hàng ạ,thank,,0
887308,à vậy cám ơn shop nhe,thank,,0
887309,thanks shop mình sẽ xem trên shoppe ạ,thank,,0
887310,Cảm ơn nhiều ăn,thank,,0
887311,minh cam on nhé,thank,,0
887312,Thanks shop tư vấn nhiệt tình,thank,,0
887313,Cám ơn m nhé,thank,,0
887314,Mình cám ơn nhiều,thank,,0
887315,Mình cám ơn shop nhe ,thank,,0
887316,E Cảm ơn,thank,,0
887317,thank,thank,,0
887318,cam ô n e,thank,,0
887319,E cam on nhe De e tham khao them,thank,,0
887320,cam on e nhe,thank,,0
887321,t cám ơn nhé,thank,,0
887322,De minh can nhac lai Thanks shop,thank,,0
887323,thank shop có j pm mình nha,thank,,0
887324,Em xin cam on ạ,thank,,0
887325,j hak j cam on shop,thank,,0
887326,CÁm ơn shop nhé,thank,,0
887327,Cảm ơn shop Mình sẽ tham khảo thêm ,thank,,0
887328,thank kiu ấy,thank,,0
887329,Thank b ná,thank,,0
887330,cam ơn b,thank,,0
887331,e cảm ơn c nhìu nha,thank,,0
887332,Thanks shop Có gì m nhắn sau nha,thank,,0
887333,shop vậy mình cảm ơn nha,thank,,0
887334,À cám ơn shop mình quy t định mua sẽ liên hệ lại nha,thank,,0
887335,M cam on b,thank,,0
887336,thanks c nhé,thank,,0
887337,Thanks shop nje,thank,,0
887338,Cảm ơn bạn nha,thank,,0
887339,e cảm on chị,thank,,0
887340,Th minhd cảm ơn nhé,thank,,0
887341,Cảm ơn shop nhiều nhe,thank,,0
887342,thank kiu shop nhé,thank,,0
887343,em cảm on Chị Thuy,thank,,0
887344,anh nhận được rồi hen cảm ơn em nhìu hen,thank,,0
887345,thanks bạn có gì mình liên hệ lại,thank,,0
887346,cảm ơn shop tư vấn nhe,thank,,0
887347,e cảm ơn chị,thank,,0
887348,cảm ơn b nhìu ạ,thank,,0
